cik,date,value,component
1335732,2015-01-01,1,adoption_domestic
1337298,2015-01-01,1,adoption_domestic
1364742,2015-01-01,1,adoption_domestic
1380393,2015-01-01,1,adoption_domestic
1411059,2015-01-01,1,adoption_domestic
1436229,2015-01-01,1,adoption_domestic
1436549,2015-01-01,1,adoption_domestic
1437925,2015-01-01,1,adoption_domestic
1451448,2015-01-01,1,adoption_domestic
1463258,2015-01-01,1,adoption_domestic
1504464,2015-01-01,1,adoption_domestic
1506503,2015-01-01,1,adoption_domestic
1522767,2015-01-01,1,adoption_domestic
1527531,2015-01-01,1,adoption_domestic
1527795,2015-01-01,1,adoption_domestic
1528503,2015-01-01,1,adoption_domestic
1529658,2015-01-01,1,adoption_domestic
1530219,2015-01-01,1,adoption_domestic
1532826,2015-01-01,1,adoption_domestic
1532961,2015-01-01,1,adoption_domestic
1533106,2015-01-01,1,adoption_domestic
1535456,2015-01-01,1,adoption_domestic
1535706,2015-01-01,1,adoption_domestic
1536226,2015-01-01,1,adoption_domestic
1541451,2015-01-01,1,adoption_domestic
1542830,2015-01-01,1,adoption_domestic
1543042,2015-01-01,1,adoption_domestic
1544629,2015-01-01,1,adoption_domestic
1545018,2015-01-01,1,adoption_domestic
1548266,2015-01-01,1,adoption_domestic
1548599,2015-01-01,1,adoption_domestic
1550120,2015-01-01,1,adoption_domestic
1550221,2015-01-01,1,adoption_domestic
1551906,2015-01-01,1,adoption_domestic
1552164,2015-01-01,1,adoption_domestic
1552328,2015-01-01,1,adoption_domestic
1553817,2015-01-01,1,adoption_domestic
1554776,2015-01-01,1,adoption_domestic
1556487,2015-01-01,1,adoption_domestic
1556601,2015-01-01,1,adoption_domestic
1556811,2015-01-01,1,adoption_domestic
1556965,2015-01-01,1,adoption_domestic
1557805,2015-01-01,1,adoption_domestic
1558013,2015-01-01,1,adoption_domestic
1558441,2015-01-01,1,adoption_domestic
1558546,2015-01-01,1,adoption_domestic
1559450,2015-01-01,1,adoption_domestic
1560456,2015-01-01,1,adoption_domestic
1561726,2015-01-01,1,adoption_domestic
1561727,2015-01-01,1,adoption_domestic
1566053,2015-01-01,1,adoption_domestic
1566543,2015-01-01,1,adoption_domestic
1566544,2015-01-01,1,adoption_domestic
1567572,2015-01-01,1,adoption_domestic
1569414,2015-01-01,1,adoption_domestic
1571236,2015-01-01,1,adoption_domestic
1572493,2015-01-01,1,adoption_domestic
1573946,2015-01-01,1,adoption_domestic
1575190,2015-01-01,1,adoption_domestic
1576047,2015-01-01,1,adoption_domestic
1577545,2015-01-01,1,adoption_domestic
1578422,2015-01-01,1,adoption_domestic
1578423,2015-01-01,1,adoption_domestic
1578533,2015-01-01,1,adoption_domestic
1578731,2015-01-01,1,adoption_domestic
1579306,2015-01-01,1,adoption_domestic
1580013,2015-01-01,1,adoption_domestic
1580891,2015-01-01,1,adoption_domestic
1581653,2015-01-01,1,adoption_domestic
1582037,2015-01-01,1,adoption_domestic
1582605,2015-01-01,1,adoption_domestic
1584492,2015-01-01,1,adoption_domestic
1585067,2015-01-01,1,adoption_domestic
1585673,2015-01-01,1,adoption_domestic
1586883,2015-01-01,1,adoption_domestic
1587234,2015-01-01,1,adoption_domestic
1587497,2015-01-01,1,adoption_domestic
1587980,2015-01-01,1,adoption_domestic
1587981,2015-01-01,1,adoption_domestic
1588251,2015-01-01,1,adoption_domestic
1589802,2015-01-01,1,adoption_domestic
1589803,2015-01-01,1,adoption_domestic
1589804,2015-01-01,1,adoption_domestic
1590058,2015-01-01,1,adoption_domestic
1590231,2015-01-01,1,adoption_domestic
1590757,2015-01-01,1,adoption_domestic
1593269,2015-01-01,1,adoption_domestic
1594100,2015-01-01,1,adoption_domestic
1594136,2015-01-01,1,adoption_domestic
1595710,2015-01-01,1,adoption_domestic
1595726,2015-01-01,1,adoption_domestic
1596958,2015-01-01,1,adoption_domestic
1597339,2015-01-01,1,adoption_domestic
1599714,2015-01-01,1,adoption_domestic
1600823,2015-01-01,1,adoption_domestic
1600824,2015-01-01,1,adoption_domestic
1600831,2015-01-01,1,adoption_domestic
1601617,2015-01-01,1,adoption_domestic
1601705,2015-01-01,1,adoption_domestic
1601744,2015-01-01,1,adoption_domestic
1603578,2015-01-01,1,adoption_domestic
1603669,2015-01-01,1,adoption_domestic
1604083,2015-01-01,1,adoption_domestic
1604119,2015-01-01,1,adoption_domestic
1605257,2015-01-01,1,adoption_domestic
1606442,2015-01-01,1,adoption_domestic
1607484,2015-01-01,1,adoption_domestic
1607641,2015-01-01,1,adoption_domestic
1607865,2015-01-01,1,adoption_domestic
1609671,2015-01-01,1,adoption_domestic
1610486,2015-01-01,1,adoption_domestic
1610796,2015-01-01,1,adoption_domestic
1612124,2015-01-01,1,adoption_domestic
1612126,2015-01-01,1,adoption_domestic
1612518,2015-01-01,1,adoption_domestic
1614033,2015-01-01,1,adoption_domestic
1616666,2015-01-01,1,adoption_domestic
1617760,2015-01-01,1,adoption_domestic
1617959,2015-01-01,1,adoption_domestic
1618150,2015-01-01,1,adoption_domestic
1618713,2015-01-01,1,adoption_domestic
1619511,2015-01-01,1,adoption_domestic
1619616,2015-01-01,1,adoption_domestic
1620305,2015-01-01,1,adoption_domestic
1621368,2015-01-01,1,adoption_domestic
1621379,2015-01-01,1,adoption_domestic
1621466,2015-01-01,1,adoption_domestic
1622413,2015-01-01,1,adoption_domestic
1622765,2015-01-01,1,adoption_domestic
1623838,2015-01-01,1,adoption_domestic
1623916,2015-01-01,1,adoption_domestic
