cik,date,value,component
1600641,2023-01-01,1,adoption_domestic
1605057,2023-01-01,1,adoption_domestic
1605331,2023-01-01,1,adoption_domestic
1633917,2023-01-01,1,adoption_domestic
1648365,2023-01-01,1,adoption_domestic
1648960,2023-01-01,1,adoption_domestic
1652958,2023-01-01,1,adoption_domestic
1665300,2023-01-01,1,adoption_domestic
1675634,2023-01-01,1,adoption_domestic
1679379,2023-01-01,1,adoption_domestic
1679788,2023-01-01,1,adoption_domestic
1683252,2023-01-01,1,adoption_domestic
1702015,2023-01-01,1,adoption_domestic
1705181,2023-01-01,1,adoption_domestic
1706509,2023-01-01,1,adoption_domestic
1708341,2023-01-01,1,adoption_domestic
1720265,2023-01-01,1,adoption_domestic
1723788,2023-01-01,1,adoption_domestic
1725210,2023-01-01,1,adoption_domestic
1729997,2023-01-01,1,adoption_domestic
1730869,2023-01-01,1,adoption_domestic
1732406,2023-01-01,1,adoption_domestic
1732409,2023-01-01,1,adoption_domestic
1737372,2023-01-01,1,adoption_domestic
1737924,2023-01-01,1,adoption_domestic
1740742,2023-01-01,1,adoption_domestic
1745078,2023-01-01,1,adoption_domestic
1748945,2023-01-01,1,adoption_domestic
1761325,2023-01-01,1,adoption_domestic
1765048,2023-01-01,1,adoption_domestic
1767057,2023-01-01,1,adoption_domestic
1778784,2023-01-01,1,adoption_domestic
1783879,2023-01-01,1,adoption_domestic
1803914,2023-01-01,1,adoption_domestic
1807846,2023-01-01,1,adoption_domestic
1808805,2023-01-01,1,adoption_domestic
1815086,2023-01-01,1,adoption_domestic
1818874,2023-01-01,1,adoption_domestic
1819989,2023-01-01,1,adoption_domestic
1820302,2023-01-01,1,adoption_domestic
1823144,2023-01-01,1,adoption_domestic
1823878,2023-01-01,1,adoption_domestic
1829311,2023-01-01,1,adoption_domestic
1839341,2023-01-01,1,adoption_domestic
1844971,2023-01-01,1,adoption_domestic
1845815,2023-01-01,1,adoption_domestic
1855631,2023-01-01,1,adoption_domestic
1856028,2023-01-01,1,adoption_domestic
1856948,2023-01-01,1,adoption_domestic
1858685,2023-01-01,1,adoption_domestic
1865191,2023-01-01,1,adoption_domestic
1867757,2023-01-01,1,adoption_domestic
